nD Hr	Aa27-D2, Aa27-W24-A2-D2-Z1, Aa27-W24-Y1-D2-Z1, N35-I10-Aa27-A2-D2-Z1	greet , greet, protect, protection , protect 
nD r	Aa27-W24-A2-D21-Z1, N35-I10-Aa27-Y2-D21-Z1	greet , take counsel, consult, question, greet 
nD xrt	Aa27-I10-W24-Aa1-D21-X1, Aa27-W24-A2-Aa1-D21-X1-Y1-Z2, N35-I10-Aa27-W24-A2-Aa1-D21-X1-Y1	greet , greet, pay one's respects, greeting ! , greeting ! 
nDA	N35-U28-G1-F10-A2, N35-U28-G1-O39, N35-U28-M2, N35-U28-O39	measure for loaves & dates , parch with thirst 
nDAw	N35-U28-G1-Z9-Z2	chips of stone 
ndb	N35-D46-D58-D118, N35-D46-D58-Z7-D40, N35-I10-D58-A2	band door with metal , sip 
ndbdb	N35-D46-D58-D46-D58-N29-N29-D82	sip 
ndbwt	N35-D46-D58-G43-X1-N23-Z1-Z2, N35-D46-D58-X1-N23-N33A	area, extent 
ndbyt	N35-D46-D58-M17-M17-X1-S28	bunt ? of sail 
nDm	M29, M29-G17-M1, M29-G17-Y1V, M29-M1A, N35-I10-G17-Y1, N35-I10-M29-G17	carob tree ? , pleasant, pleasing , sweet of flavour, odour , sweet of flavour, odour, pleasant, pleasing, well, hale, comfortable of patient , well, hale, comfortable, joy 
nDm ib	M29-G17-Y1V-F34-Z1	joyful 
nDmmyt	M29-G17-G17-M17-M17-X1-D53-Z2, N35-I10-M29-G17-G17-X1-D53	passion 
nDnD	Aa27-W24-Aa27-W24-A2, N35-Aa27-W24-Y1-N35-Aa27-W24-Y1, N35-I10-N35-I10-aA27-W24-A2	advice, counsel noun, confer, take advice, consult, advice, counsel , consult someone verb transitive
nDrt	N35-M36-D21-X1-A24, N35-M36-X1	imprisonment , imprisonment, suppression of wrong 
nDrw	N35-M36-D21-A24, N35-M36-D40	grasp, hold fast verb, grasp, hold fast, catch, arrest, take possession, observe regulations , grasp, hold to orders, follow journeys, draw tight lips of wound 
nDs	G37, N35-I10-Aa27-S29-G37-A1, N35-I10-S29-G37, N35-I10-S29-G37-A1	commoner, citizen , commoner, citizen, good fellow in half contemptuous address , little / small of size, dim of eyes, dull of ears, poor of appetite , little / small of size, dim of eyes, dull of ears, poor of appetite, 
nDsDs	N35-I10-O34-I10-O34-Q7	burn verb transitive
nDsw	N35-I10-S29-G43-G37-Z2	low estate 
nDt	N35-I10-X1-A1-B1-Z2, N35-I10-X1-Z1	serf, serfs 
nDt Hr	Aa27-I10-D2, Aa27-W24-X1-D2-Z1	gifts 
nDtt	Aa27-W24-X1-X1	protectress 
nDty	Aa27-W24-X1-Z4-D40, N35-I10-Aa27-U33	protector 
nDtyw	Aa27-W24-X1-Z4A-B1-Z3	maidservants ? 
nDw	Aa27-W24-G43-A143A	miller 
nDwt r	Aa27-I10-X1-D21-Z1, Aa27-X1-G43-D21-Z1, N35-I10-Aa27-W24-G43-X1-Y1-Z2-D21-Z1	counsel , counsel, consultation, oracle, greeting 
nDyt	N35-I10-M17-M17-X1-G37, N35-N26-M17-M17-X1-F5	baseness 
nf	N35-I9, N35-I9-G37, N35-I9-M17-M17-E1	that, those demonstrative, wrong, wrong - doing 
nfA	N35-I9-D36-D54, N35-I9-G1, N35-I9-G1-D19, N35-I9-G1-N31	blow out of nose , remove , that, those demonstrative
nfA pw	N35-I9-G1-Q3-G43	thus it was 
nfAfA	N35-I9-G1-I9-G1-D54	creep 
nfnfn	N35-I9-N35-I9-N35-V1	unroll ? 
nfr	F35, F35-D52, F35-I9-D21, F35-S1, F35-Z1, F35-Z1-Y1V	beautiful, fair, kindly of face, good / fine / goodly quality , beauty , beauty, good, kindness, goodness,happiness, good fortune , crown of Upper Egypt , good , good, beautiful etc...... , goodness , happily, well adverb, heart & wind-pipe , necessary, good / fair character, happy / well / good condition, well - supplied, lawful , penis , zero 
nfr HAt	F35-F4-X1-Z1	diadem 
nfr HDt	F35-T3, F35-T3-X1-S2	crown of Upper Egypt 
nfr Hr ib	F35-I9-D21-D2-Z1-F34-Z1	pleasing 
nfr n	F35-I9-D21-N35, F35-N35	it is well with , not 
nfr nTr	R8-F35	the good god 
nfr pw	F35-I9-D21-Q3-G43, F35-Q3-G43	not , not, there is not 
nfr tm	F35-I9-D21-X1-U15-A40, F35-U15-A40	Nefertum the lotus god divinity
nfrt	F35-D21-X1, F35-D21-X1-E1-Z2, F35-I9-D21-X1-E1-Z2, F35-I9-D21-X1-Y1-Z2, F35-X1-E1-Z2, F35-X1-Z2	cattle , good things , good things, good, what is good, kindness 
nfrw	F35-A1-Z2, F35-D21-G43, F35-F35-F35, F35-F35-F35-Z1-O1, F35-G43-A17-Z2, F35-G43-G37-Z2, F35-G43-Y1-Z2, F35-I9-D21-G43-A17-Z2, F35-Z1-Z2, F35-Z3	beauty, goodness, young people Book of the Dead , deficiency , end period of time , end, back part of building , goodness , ground level, base , young men of army, recruits 
nfrwt	F35-D21-X1-B1-Z3, F35-I9-D21-X1-B1-Z3	fair women 
nfryt	F35-I9-D21-M17-M17-X1, F35-I9-D21-M17-M17-X1-V1-Z1, F35-M17-M17-X1	end, bottom , end, bottom, low , tiller - rope 
nfryt r	F35-I9-D21-M17-M17-X1-D21	down to 
nft	N35-I9-X1-A24, N35-I9-X1-P5-Z7, N35-I9-X1-V1-D40, N35-I9-Z7-X1-P5-Z3	breath, wind , detach, loosen , slacken bow, detach, loosen 
nftft	N35-I9-X1-I9-X1-D54	leap verb
nfw	P5-G43-A24-A1	skipper of boat, sailor 
nfy	N35-I9-A2, N35-I9-M17-M17-A2, N35-I9-M17-M17-E1	wrongfully 
nfyt	N35-I9-M17-M17-X1-V19, N35-I9-X1-F27, P5-N35-I9-M17-M17-X1	fan 
ngAw	N35-W11-G1-Z7-E1, N35-W11-G43-E1	long horn bull 
ngb	N35-W11-D58-Z9	turn aside, divert 
ngg	N35-W11-W11-A2	cackle of goose, screech of falcon 
ngi	N35-V33-V33-Z9, N35-W11-G1-Z9-A24, N35-W11-Z9	break open, break up 
ngmgm	N35-G28-G17-O50-Z4	conspire 
ngsgs	N35-Aa15-O34-Aa15-O34-Y1, N35-Aa15-O34-Aa15-Z2	overflow 
ngt	N35-W11-X1-Z9-A24	breach in dam 
ngw	N35-W11-G43-Aa2-G37	loss 
ngyt	N35-W11-M17-M17-X1-Aa2	breach of law, crime 
nh	N35-O4-G37	escape death 
nHA	N35-M16-G1-A2, N35-M16-G1-Aa2, N35-M16-G1-Aa2-N35A-N36-N23, N35-V28-G1-Aa2, N35-V28-M16-G1-Aa2	abnormal ? , alarming , contrary, perverse, alarming, terrible,abnormal , dangerous waters , shake ? 
nHA ib	N35-M16-G1-Aa2-F34-Z1-A1	sad man 
nHA n inr	N35-M16-G1-Aa2-N35-M17-N35-D21-O39	dry rock ? 
nHAt	N35-M16-G1-X1-A2	palpitations ? of heart 
nHAt ib	N35-M16-Aa2-X1-F34-Z1, N35-M16-G1-X1-Aa2-F34-Z1-G37-Z2	sadness , sadness, a sad matter 
nHb	G21-V28-D58-Z9-D40	harness, yoke, appoint, combine attributes, provide, requisition 
nHbt	G21-V28-D58-X1-M10, G21-V28-D58-X1-M2, G21-V28-D58-X1-M9, N35-G21-D58-X1-Aa51, N35-G21-V28-D58-X1-F51, N35-V28-D58-X1-Aa51	bud of lotus , bud of lotus plant , lotus - bud sceptre , neck 
nHbw	N35-G43-V28-D58-G43-E1	yoke - oxen 
nHbw kAw	N35-G21-V28-D58-G43-D28-D28-D28-D30	the god Nehebkau & his Festival divinity
nhdhd	N35-O4-D46-O4-D46-A2	throb 
nHDt	N35-G21-V28-D46-X1-F18, N35-G21-V28-I10-X1-F18, N35-I10-V28-X1-F18	tooth , tooth, tusk , tusk 
nHDwt	N35-I10-V28-M17-M17-X1-F18-Z2	teeth, tusks 
nHH	G21-V28-N5-V28-W22-Z2, G21-V28-V28-N5, N35-G21-V28, N35-G21-V28-N5-V28, N35-G43A-V28-V28-N5-N23, N35-V28-N5-V28, V28-N5-V28	eternity , eternity, for ever , sesame oil 
nHi	G21-V28-A2, N35-V28-A2	pray for, prayer 
nhm	N35-N42-G17-A24, N35-O4-G17-A2, N35-O4-G17-A24-D54, N35-O4-G17-A27, N35-O4-Z4-U2-D4-G1-G1-N33-Z2	dance for joy ? , pomegranate tree and fruit , shout verb, shout, thunder of sky verb, take away, carry off, assume an office,save, rescue, withdraw oneself 
nhmhm	N35-O4-G17-O4-G17, N35-O4-G17-O4-G17-D40	roar, thunder , thunder 
nHmn	N35-N42-G17-D36-N35	surely, assuredly non enclitic particle
nHn	N35-G21-V28-N35-A2	rejoice 
nhnhA	N35-O4-N35-O4-G1	quake 
nhp	G21-V28-Q3-O39, N35-O4-Q3-A2, N35-O4-Q3-D53, N35-O4-Q3-D54, N35-O4-Q3-N5, N35-O4-Q3-Y1	care for , copulate , mourn , potter's wheel , pulsate , rise early in the morning, early morning 
nhpw	N35-O4-Q3-G43-N5, N35-O4-Q3-N5	early morning 
nHr	N35-D2-D21, N35-D2-D21-A478A, N35-V28-D2-D21	a loaf, a cake , resemble 
nhrn	N35-O4-D21-N35-G1-N36-N25, N35-O4-D21-N35-N25, N35-O4-D21-Z4-T14-N25, N35-O4-G1-D21-Z4-N35-G1-T14-N25	Naharin , Naharin locality
nhry	N35-O4-D21-Z4-A20	noble of Nahrin 
nhs	N35-O4-S29-E25	hippopotamus 
nhsi	N35-O4-O34-A103, N35-O4-O34-D40, N35-O4-O34-M17-D77, N35-O4-S29-U39-D6	wake , wake verb
nHsy	N35-G21-V28-S29-A13, N35-G21-V28-S29-Z4-T14-A1, N35-V28-S29-Z4-T14-A1, T14-S29-Z4-Z6	Nubian 
nht	G21-V28-X1-A2, N35-O4-X1-M1, N35-O4-X1-O1, N35-O4-X1-Y1-Z2	magical protection , prayer , shelter, refuge , sycamore tree, tree in general 
nhw	N35-O4-G43, N35-O4-G43-G37, N35-O4-G43-Z2, N35-O4-M17-M17-G37-N33-Z2	loss , the protection of king's arm 
nhy	N35-O4-G37-N33-Z2, N35-O4-G43-Z4-A1-Z2, N35-O4-Z4-G37-N33-Z2	some, a little, a few 
ni	D35-M17, D35-N35-M17-M17, D35-N35-M17-X1-D41, N35-M17-D41, N35-M17-M17-D120, N35-M17-M17-Z7-D41-D40	darken sun verb transitive, drive away, rebuff verb transitive, drive away, rebuff, avoid, throw down an enemy, turn back evil verb transitive, get rid of wrong, parry missile, darken ? Sun verb transitive, parry missile verb transitive, shrink from verb intransitive, throw down an enemy 
niA	D41-N35-M17-F51	underside of arm 
niAw	F88, N35-D21-F40-Z7-F27-Z1, N35-F40-E30, N35-M17-F40-G43-E30A	ibex 
nik	M17-N35-V31-G37-A1, N35-M17-V31-D41-A1, N35-M17-V31-I14, N35-V31-M17-I14	a serpent demon , evil doer 
nis	N35-M17-S29-A2, N35-S29-A26	make summons, make invocation verb intransitive, summon, invoke, recite, evoke, dub verb transitive, summons noun
nis n	N35-M17-S29-A2-N35	call to, summon verb intransitive
nis tw .f m	N35-M17-S29-A2-X1-G43-I9-G17	he will be dubbed as a 
nisw	N35-M17-S29-G43-A2	he who is summoned, reckoner 
nit	N35-M17-X1-G37-Z3	wrong doing 
nitit	N35-M17-X1-M17-X1-A2, N35-M17-X1-M17-X1-D54, N35-X1-M17-X1-M17-D54	impede , stammer 
niw	D41-N35-G43-G34, D41-Z1-W10, D41-Z7-G39, N35-G43-G43, N35-M17-G43, N35-M17-G43-G34, N35-M17-Z7-D41-G39, N35-M17-Z7-D41-W24	bowl , ostrich , primaeval waters 
niwiw	N35-E9-E9	be glad ? 
niwt	N35-X1-O49-N50, O49, O49-X1-Z1, O49-X1-Z1-N50-I12	city, town , lower heaven 
niwty	O49-G4, O49-O49, O49-X1-G4-Z3	local of gods 
niwtyw	O49-X1-G4-A1-Z2, O49-X1-Z1-A1-Z2A, O49-X1-Z2-A1-B1-Z2	citizens, townsmen 
nk	N35-V31-D53	copulate 
nkA	N35-V31-G1-A2, N35-V31-G1-Z4-A2, N35-V31-Z4-A2	meditate on, think about , meditate on, think about, take counsel 
nkAt	N35-V31-G1-X1-A2	plot 
nkn	N35-V31-N35-D57, N35-V31-N35-D57-G37, N35-V31-N35-T31-Z1	harm, injury noun, harm, injury, be injured , sword 
nkt	N35-V31-X1-Z9-Y1	some, a little, something, piece of wood, profit, advantage 
nktw	N35-V31-X1-Z7-G37-Z2	some, a little plural
nm	N35-G17-D36, N35-T34-G17-D38, N35-T34-G17-G37, N35-T34-G17-K1	go wrong of plans, rob with, steal with , who ? 
nma	M29-G17-D36, N35-T34-G17-D36-A2, N35-T34-G17-D36-A55, N35-T34-G17-D36-E21-A24, N35-T34-G17-D36-O38	be one-sided, partial, question , go to sleep , question verb
nmH	N35-T34-G17-V28-A17-G37	be poor verb intransitive, deprive of, deduct from verb transitive, poverty, humility noun
nmHy	N35-M170-G17-V28-G43-G37-Z2-A1, N35-T34-G17-V28-A17-G37-A1, N35-T34-G17-V28-M17-M17-A17, T34-V28-A17	orphan, private person, freeman , orphan, private person, freeman of lowdegree 
nmHyt	T34-G17-V28-M17-M17-X1-G37	free woman ? 
nmi	N35-O5-G17-P1, N35-T34-G17-D54, N35-T34-G17-M17-A2, N35-T34-G17-M17-D41, N35-T34-G17-M17-D54, N35-T34-G17-M17-O5-A2, N35-T34-G17-M17-O5-D36	shout of people, low of cattle , travel, traverse 
nmiw Sa	N35-T34-G17-M17-Z7-D41-T14-A1-Z2-N37-D36-N33-Z2, N35-T34-G17-M17-Z7-D41-Z2-N37-D36-N33-Z2-T14-A1-Z2, N35-T34-G17-O5-D36-A1-Z3-N37-D36-N33-Z2-A1-B1-Z2	Bedouin, Sandfarers 
nmnm	N35-T34-G17-N35-T34-G17-D54	quake, quiver, go to & fro 
nms	S57C, T34-G17-S29-S57C, T34-S29-S28	clothe with the head cloth , the royal Nemes head cloth 
nmst	T34-G17-Q1-X1-W22, T34-Q1-X1-W22	type of jar 
nmt	N35-T34-G17-G43-X1-O1-Z3, N35-T34-G17-X1-D54, N35-T34-G17-X1-T29, N35-T34-G17-Z5-X1-D54, N35-T34-X1-D54, T29C-O1	slaughter house , stride over, traverse , stride over, traverse, 
nmtt	D54-D54-D54, D54-X1-Z1, D54-Z2, N35-T34-G17-X1-X1-D54-Z2, V84-X1-X1-D54-Z2	stride, journeys, movements, actions, legal procedure 
nmw	A282, N35-N35A, N35-T34-G17-A282, N35-T34-G17-G43-N36-N21-Z2	dwarf , vats 
nmwt	N35-X1-G14-T90	net 
nmytw	N35-T34-G17-X1-G4-K1-D54, N35-T34-G17-X1-X1-K1	intruding ? 
nn	D35-N35, M22-M22, M22-M22-N35	not negative particle, this, these, here, hither 
nn wHmwty .f	D35-N35-F25-G17-G43-X1-Z1-I9, D35-N35-F25-G17-X1-I9, D35-N35-F25-G43-X1-Z4-I9	there will never be his like again 
nn wn Hr xw .f	D35-N35-E34-N35-D2-Aa1-Aa1- Aa1-I9	there is none beside him 
nnk	N35-N35-V31	belongs to me, on my part 
nnm	M22-M22-N35-N35-T34-G17-G37, N35-N35-T34-G17-G37	err, go wrong of plans, error 
nnSm	D35-N35-N40-G17-F51, M22-M22-N40-F51, N35-N35-N37-G17-F51-Z1	spleen 
nnt	M22-M22-N35-X1-N5-N50, M22-M22-O49-N50, N35-M22-M22-X1-N50	lower heaven 
nnw	M22-M22-N35-N35-W24-Z7-A7, M22-M22-W24-G43-A7-Z2, N35-N35-W24-W24-W24-G43, W24-W24-W24-G43-N1-N35A, W24-W24-W24-N1-A40, W24-W24-W24-N1-N35A	primaeval waters , primaeval waters, Nun god , weariness, inertness of the dead 
nny	M22-M22-N35, M22-M22-N35-M17-M17-A7, M22-M22-N35-N35-A7	be weary, inert , be weary, inert, drag of foot, dribble of fluid, settle of flood-waters 
nnyw	M22-M22-N35-N35-M17-M17-Z7-A7-Z6-Z2, M22-M22-N35-W24-Z7-A7-A1-Z2, N35-N35-M17-M17-Z7-A7-A1-Z2	inert ones the Dead 
npA	N35-Q3-G41-N35A	be wet 
npApA	N35-Q3-G41-G1-Q3-G41-G1	flutter 
npAt	N35-G40-X1-W10	a cake or a loaf 
npAw	N35-Q3-G40-G1-G43-Z7-Z2	umbilical cord 
npD	N35-Q3-D46-T9-T30, N35-Q3-I10-T9-T30	slaughter verb
npDt	N35-Q3-I10-X1-T30	sharp knife verb
npHw	N35-Q3-V28-Z7-F51-Z2	iliac region, groin, lymph nodes 
npnpt	N35-Q3-N35-Q3-X1-S28	hem 
npr	N35-Q3-D21-M17-A40, N35-Q3-D21-M17-M33A, N35-Q3-D21-M33A, N35-Q3-D21-M33A-A40, N35-Q3-M17-M33A	grain , grain as god 
nprt	N35-Q3-D21-X1-N18-Z2, N35-Q3-D21-X1-N23-Z2	brim of well, flat slab, basis 
nqawt	N35-N29-D36-Z7-X1-D51-N33-Z2, N35-N29-G43-X1-N33-Z2	notched sycamore figs 
nqm	N35-N29-G17-C7, N35-N29-G17-D3	be bald , suffer, be afflicted 
nqmt	N35-N29-G17-X1-C7	affliction 
nqr	N35-N29-D21-D36	sift 
nqrw	N35-N29-D21-Z7-V19-Z1	sieve 
nqwt	N35-N29-G43-X1-N35A	moisture 
nr	N35-D21-D40, N35-D21-D54, N35-D21-M17-M6-N5	charge after enemy , time, return of the year 
nr iHw	N35-D21-A1, N35-D21-G14-E1-Z3	ox - herd , ox herd 
nr rr	N35-D21-M17-M6-N5-D21-M17-M6-N5	periodically 
nri	N35-D21-D40, N35-D21-H4-D40, N35-D21-M17-M17-H4-D40	fear someone verb intransitive, fear someone, overawe , protect verb
nrit	N35-D21-M17-M17-X1-H4-D40	protect verb
nrt	N35-D21-X1-G14, N35-D21-X1-G39, N35-X1-D21-Z5-G39	vulture 
nrw	H4-Z2, N35-D21-G14-D36, N35-D21-G43-G14-A24, N35-D21-G43-G14-A24-Z3, N35-D21-G43-G14-Z3, N35-D21-G43-H4-D40-Z2, N35-D21-H4-D40	fear, dread, disturbance , fear, dread, disturbance ? , terrible one 
ns	F20, F20-F51B-Z1, N35-F20-S29-F51B, N35-F20-S29-Q7, N35-N37-D54, N35-N37-K1-D54	expel from , expel from, divorce, drive apart husband & wife, put away a woman, , flame , tongue 
nSA	N35-M8-G1-N33-Z2, N35-S29-Aa17-G1-T30A	grains of sand , type of knife 
nsb	F20-D58, N35-F20-D58, N35-F20-S29-D58-A2	lap up, lick 
nSmt	N35-N37-G17-X1-N33-Z2, N35-N37-G17-X1-O39, N35-N37-G17-X1-P36B, P36	green felspar , sacred barque of Osiris 
nSmwt	K6, K6-Z2, N35-N37-G17-G43-X1-N33-Z2, N35-N37-G17-M17-M17-X1-K1-Z2	scales of fish 
nSni	N35-N37-N35-A24, N35-N37-N35-E21, N35-N37-N35-E244, N35-N37-N35-N4G, N35-N37-N35-Z4-E21	rage, storm, foul weather, disaster 
nSnS	N35-N37-N35-N37-D40	tear up documents 
nSnt	N35-N37-N35-X1-E21-N4E	the doomed ? 
nSp	N35-N37-Q3-D19-A2	pant 
nspw	N35-F20-O34-Q3-G43-T30A-Z2, N35-O34-Q3-G43-T30A-Z2	wounds 
nsr	N35-F20-O34-D21-D36, N35-F20-S29-D21-A2, N35-F20-S29-D21-Q7, N35-F20-S29-Q7, N35-S29-D21-Q7	anger ? , anoint injury , flame , flame noun
nsrt	N35-F20-O34-D21-X1-I12, N35-F20-O34-D21-X1-Q7, N35-O34-D21-X1-I13, N35-S29-D21-X1-I13	flame noun, royal serpent 
nsry	N35-F20-O34-D21-Z4-Q7	flame of Uraeus againt enemies, be inflamed of wounds verb
nss	N35-S29-S29	do damage to 
nSt	N35-F20-X1-W11, N35-N37-X1-D3, W11-X1-O1, W11-X1-Q2, W11-X1-Z1	hairdresser , seat, throne 
nsty	F20-X1-Z4-X2	type of bread 
nstyw	N35-F20-O34-G4-M2-Z2	shrub Alkanna Tinctoria 
nsw	A299B, A41, M23-X1-N35, M23-X1-N35-A40, N35-N37-G43-W24-Z1, N35-N37-Z7-D26, N35-O34-G43-G7	a vessel , issue from wound, pemphigus , King , King of Upper Egypt, king 
nsw bit	M23-X1-L2-X1	King of Upper & Lower Egypt 
nsw bity	M23-X1-L2-X1	king of Upper & Lower Egypt 
nswt	N35-F20-S29-G43-X1-Q7, N35-N37-Z7-X1-D26	flame , mucus 
nsy	M23-X1-M17-M17-Y1, M23-X1-N35-M17-M17-Y1, N35-N37-M17-M17-D3-D40	be king , dress hair 
nsyt	M23-M17-M17-X1-Y1, M23-X1-M17-M17, M23-X1-M17-M17-X1-Y1, M23-X1-N35-M17-M17-X1-Y1-Z2, M23-X1-Z2	kingship 
nsyw	M23-M17-M17-G43-Z3, M23-X1-M17-M17-G43-A43B-Z3, M23-X1-N35-M17-M17-A40B-Z3, M23-X1-N35-M17-M17-Z7-A24-A1-Z2, M23-X1-N35-M17-M17-Z7-G7-Z3	Kings , priests of Arsaphes ? 
nsywt	N35-F20-O34-G43-X1-M3, N35-F20-O34-G43-X1-N34, N35-F20-S29-Z4-G43-X1-M3-Z1, N35-F20-S29-Z4-G43-X1-N34-Z1	javelin 
nt	N35-X1, N35-X1-R24-I12, N35-X1-S4, N35-X1-Z5-G7, N35-X1-Z5-I12, N35-X1-Z5-N35A, R24-X1-B1	Crown of Lower Egypt , Neith goddess divinity, of, belonging to genitival adjective feminine, water 
nt a	N35-X1-D36-Y1-Z2, N35-X1-D36-Z1-Y1-Z2	custom, habit, rite, ritual, routine, duty, execution of task, organize , rite, ritual 
nt pw	N35-X1-Q3-Z7	it is the fact that....... 
ntb	N35-X1-D58-F20	scorch, parch 
ntf	N35-X1-I9, N35-X1-I9-N35A-A24	besprinkle , he, belongs to him independent pronoun
ntk	N35-X1-V31	you, belongs to you independent pronoun
ntnt	N35-V13-N35-V13-X1-T12, N35-X1-N35-X1-F27, N35-X1-N35-X1-F51	bladder , diaphragm , intracranial diaphragm 
nTr	R8-A40, R8-G7, R8-X1-D21, R8-Z1	god , godhood, divinity 
nTr dwAw	R8-D46-V4-G43-N14, R8-Z1-N14-G1-M17-M17-N14-A40	morning star 
nTrt	R8-D21-X1-Z5-I12, R8-X1-D21-X1-D10, R8-X1-D21-X1-I12	divine eye , goddess 
nTrty	R8-R8-X1-D21-X1-Z4-U19	adze used in Opening of the mouth 
nTrw	N35-M6-M6-M6, R8-R8-R8, R8-X1-D21-Z7-M3	gods , gods plural, sacred pole 
nTry	R8, R8-D21, R8-X1-D21-Y1, R8-X1-D21-Z4-Y1, R8-X1-D21-Z4-Z5-V1	divine, sacred , magic cord 
nTryt	R8-D21-X1-N33-Z2, R8-X1-D21-M17-M17-X1-N33-Z2	natron ? 
nts	N35-X1-N37-N35A-A24, N35-X1-O34, N35-X1-S29	besprinkle , she independent pronoun, she independent pronoun - plural
ntsn	N35-X1-O34-N35, N35-X1-S29-N35-Z2	they independent pronoun - plural
ntt	N35-X1-V13, N35-X1-X1	that , you independent pronoun - feminine
ntTn	N35-X1-V13-N35-Z2, N35-X1-X1-N35-Z2	you independent pronoun - plural
nTTw	N35-V13-V13-G43-V1-Z2, N35-X1-X1-G43-V1	bonds 
nty	N35-X1-Z4	who, which 
nty .f	N35-X1-I9	which he....... 
nty .k	N35-X1-V31	which you....... 
nw	N35-U19-W24-D4, N35-U19-W24-G43, N35-U19-W24-G43-D4, N35-U19-W24-G43-D4-A1, N35-U19-W24-G43-D4-D54-A1, N35-U19-W24-G43-D4-D56, N35-U19-W24-G43-D4-E14C, N35-U19-W24-G43-G37-Z2, N35-U19-W24-G43-N5, N35-U19-W24-Z7-A17, N35-V4-G1-D5, U19-W24-G43-N14-N5-Z4B, W24-Z1	be weak , hunter , of, belonging to genitival adjective plural, of, belonging to masculine plural, see, look , this, these demonstrative pronoun, time , time, for a while , weakness 
nwA wpwt	N35-U21-E15, N35-V4-E19	adze of Wepwawet used in Opening of the mouth 
nwd	N35-U19-W24-Z7-D46-D54, N35-U19-W24-Z7-D46-Z9-G37	turn aside, vacillate , vacillate 
nwdt	N35-U19-W24-Z7-D46-X1-Aa2-Z2, N35-U19-W24-Z7-D46-X1-S28, N35-U19-W24-Z7-I10-X1-N33	ointment , swaddling clothes of child 
nwdty	N35-U19-W24-Z7-D46-X1-Z4-W22-A24-G7	ointment maker 
nwdw	N35-U19-D46-W23-Z2, N35-U19-W24-D46-Aa23T, N35-U19-W24-G43-D46-W1B-Z3, N35-U19-W24-G43-D46-Z3, U19-G43-M29-I10-Aa2-Z2, U19-W24-G43-I10-G43-M171-N33-Z2, U19-W24-M29-G17	squeeze out oil verb, unguents 
nwH	N35-U19-W24-G43-V28-V1, N35-U19-W24-G43-V28-V1-D40, W24-V28-V1	band of metal , bind enemies , rope, band of metal 
nwi	N35-U19-W24-G43-V1-D40	care for, take care of, collect, assemble verb
nwn	N35-E34-N35-A90C, N35-M42-N35	dishevel, be dishevelled, pull at hair 
nws	N35-U19-W24-O34-Z8	sheet ? of metal 
nwt	N35-U19-W24-Z7-X1-V1-Z2, U19-Z1, U20-W24-X1-U19, U20-W24-X1-V1-N33-N33-N33, W24-W24-W24-X1-N1-B1, W24-X1-N1-A40, W24-X1-N1-B1, W24-X1-V1-Z2	adze , cord , Nut goddess divinity, Nut sky - goddess, the sky , Nut sky - goddess, the sky divinity, yarn for weaving , yarn for weaving, cord 
nwx	N35-U19-W24-Z7-Aa1-Q7	be scorched verb intransitive, heat verb transitive
nwy	N35-U19-W24-G43-D54, N35-U19-W24-G43-M17-M17-D54, N35-U19-W24-G43-M17-M17-N35A, N35-U19-W24-N35A-N36, N35-U19-W24-Z7-N35A, U19-W24-M17-M17-N36	bring back someone verb transitive, return to a place, come to someone,bring back someone , water, flood, pool 
nwyt	N35-U19-W24-G43-M17-M17-X1-N35A, N35-U19-W24-Z7-X1-N35A, U19-W24-X1-N37	pool , waters of canal, pool, wave , wave 
nx	N35-Aa1-A2, N35-Aa1-A97-N23-A2, N35-Aa1-D40, N35-Aa1-G37, N35-F32-D26-D36	bodily fluid , miserable , succour, protect, protection , youthful, small ?, brief ? of sufferings 
nxA	N35-Aa1-M12, N35-Aa1-M12-G1-T31-Z1	knife , pendulous 
nxAw	N35-Aa1-M12-G1-Z7-K1	fish - shaped pendant 
nxAxA	N35-Aa1-Aa1-G6, N35-Aa1-M12-G1-Aa1-M12-G1-Aa1-D54, N35-Aa1-M12-G1-Aa1-M12-G1-S45	flail, noun, pendulous adjective, ruffle hair 
nxb	M22-D58-W24-O49, M22-O49-D58, N35-Aa1-D58-Z9, N35-Aa1-D58-Z9-N21-Z1, N35-Aa1-D58-Z9-Y1	El Kab locality, fresh land , open a mine, assign property to , stipulation 
nxbt	M22-D58-W24-X1-G16A, M22-X1-D58, N35-Aa1-D58-X1-Y1, N35-Aa1-D58-X1-Z9-V12, N35-Aa1-D58-X1-Z9-Y1-Z2	Nekhbet goddess , titulary, , titulary, to cover, overlaid 
nxbxb	N35-Aa1-D58-Aa1-D58-Z9, N35-Aa1-D58-N35-Aa1-D58-Z9	draw back door bolt, throw open doors, crepitate of broken bones 
nxn	N35-Aa1-N35-A17, N35-Aa1-N35-G37, O47-N35-O49-X1-Z1, O47-O49, O47-Z1, O48, O48-N35-O1, O48-O1, O48-O49	Nekhen Hieraconpolis locality, Nekhen locality, shrine , young, youthful, ...the younger , young, youthful, the younger 
nXnm	N35-W9-G17	one of the seven sacred oils 
nxnw	N35-Aa1-N35-A17, N35-Aa1-N35-A17-A1, N35-Aa1-N35-A17D, N35-Aa1-N35-G43-A17, N35-Aa1-N35-W24-G43-A17-Z3	child , youth abstract 
nxnxA	S45	flail noun
nxny	O47-Z1-G43, O48-G11, O48-O49-G43, O48-O49-M17-M17	someone from Nekhen, a Nekhenite , someone from Nekhen, Nekhenite 
